Word 1,Word 2
bonté,d’humilité
vousmême,extrême
point,point
résoudrez,voudrez
voudrez,maître
maître,être
être,douceur
douceur,malheur
malheur,prospères
fort,accord
feindre,craindre
lucile,inutile
grandement,allégement
allégement,faute
faute,haute
haute,l’honneur
l’honneur,suborneur
innocente,l’attente
vœux,deux
l’offense,alliance
alliance,m’apprend
m’apprend,grand
répondre,confondre
confondre,albert
rien,l’entretien
laisse,presse
presse,disposé
disposé,apaisé
fuite,l’agite
l’agite,m’attendrit
m’attendrit,esprit
redouble,trouble
déportements,moments
merveilles,oreilles
oreilles,criminel
criminel,paternel
paternel,terrible
terrible,paisible
maison,oraison
nature,imposture
parenté,fausseté
fausseté,hyménée
hyménée,destinée
puissant,innocent
dire,martyre
pas,trépas
embarrassée,pensée
aveu,peu
père,affaire
oui,savoir
savoir,asseoir
suivie,ravie
fâcheux,feux
capable,traitable
reçois,moi
fortune,d’une
railler,m’emporte
m’emporte,sorte
sorte,présentement
présentement,payement
surprise,promise
avoué,joué
habile,bile
conjure,aventure
aventure,révéler
révéler,celer
l’issue,conçue
souhaits,satisfaits
satisfaits,êtes
êtes,sornettes
tuer,s’effectuer
suite,conduite
sort,d’abord
étrange,change
chanson,soupçon
insigne,indigne
doux,courroux
mine,machine
inventeur,fureur
fille,famille
volontés,vérités
lucile,civile
devoir,pouvoir
feinte,atteinte
atteinte,secrets
secrets,maître
faite,secrète
pas,bras
hardis,dis
accroire,foire
foire,quereller
quereller,parler
reste,proteste
proteste,consentement
consentement,châtiment
confesse,presse
affaire,bien
madame,âme
feux,vœux
frivoles,paroles
assuré,honoré
saillie,publie
publie,parlé
parlé,révélé
lucile,inutile
époux,jaloux
flamme,âme
fâcher,cacher
violence,défense
voilà,cellelà
même,stratagème
ardeur,cœur
conte,honte
passion,inclination
colère,père
m’unir,m’obtenir
bienséance,violence
grâce,grimace
transport,fort
farouche,touche
confession,affection
honte,dompte
dompte,liberté
liberté,rajusté
consomme,homme
quelquefois,bois
première,dernière
effrontés,indignités
confessé,confesser
confesser,passé
raillerie,d’effronterie
moi,crois
crois,moi
croire,mémoire
valet,soufflet
joue,loue
instant,constant
oreille,pareille
justifieront,bâtonneront
créance,l’impuissance
ceci,habile
habile,ville
recherché,marché
marché,hyménée
hyménée,destinée
foi,toi
parole,capriole
noir,voir
damnable,incapables
côtés,apprêtés
extrême,moimême
outré,gré
gré,monsieur
monsieur,superflue
superflue,vue
regardé,retardé
furie,raillerie
aujourd’hui,d’autrui
frosine,ruine
voilà,là
valère,mystère
obscurités,avortés
stratagème,luimême
présence,naissance
naissance,sentiment
sentiment,amant
fille,famille
lumière,sorcière
lui,d’aujourd’hui
sue,issue
pareil,conseil
place,disgrâce
moi,vois
prie,raillerie
ennuis,suis
sensible,possible
jour,amour
amour,meure
meure,heure
heure,veut
veut,peut
propices,précipices
désespoir,voir
voir,distraire
distraire,affaire
rebuté,écouté
nouvelle,d’elle
quantàmoi,toi
visage,museau
vôtre,l’autre
l’autre,fierté
fierté,emporté
abuse,d’excuse
fatal,rival
place,d’audace
tard,part
croire,gloire
peu,feu
armes,d’alarmes
transport,abord
violence,offense
rigueur,cœur
âme,flamme
extrême,même
fâchés,péchés
volage,courage
recevoir,valoir
haute,faute
verrions,voudrions
hommes,sommes
surprend,grand
flamme,femme
foi,moi
maître,connaître
mal,animal
vie,repartie
sera,durera
forts,corps
bête,tête
compas,embarras
empire,tire
mou,où
l’interprète,girouette
girouette,vent
vent,souvent
souvent,monde
monde,l’onde
comparaison,raison
d’étude,similitude
plaît,s’accroît
ravage,remueménage
nautonier,grenier
fantasque,bourrasque
propos,flots
merci,ici
moins,peine
peine,chaîne
point,point
madame,flamme
bien,mien
mien,offense
offense,indifférence
mépris,esprits
vôtres,autres
autres,fers
fers,offerts
extrême,même
quoiqu’outragé,dégagé
essaie,plaie
plaie,bien
bien,rien
rien,haine
haine,ramène
importunités,rebutés
entière,dernière
satisfaits,jamais
vie,l’envie
m’obliger,peur
peur,cœur
image,avantage
revenir,vain
vain,sein
sein,insigne
insigne,indigne
plus,plus
plus,superflus
certaine,chaîne
retracer,effacer
vue,pourvue
grands,rends
rendre,prendre
bracelet,cachet
service,supplice
feux,deux
parole,frivole
donc,donc
mien,bien
vôtre,autre
attendrie,envie
obliger,songer
songer,entendre
entendre,tendre
autrement,jugement
jalousie,saisie
respectueuse,amoureuse
enflammé,aimé
soucie,vie
superflus,làdessus
ensemble,semble
fait,satisfait
faiblesse,blesse
voulu,résolu
extrême,vousmême
grande,demande
demande,l’accorder
l’accorder,demander
belle,immortelle
ainsi,aussi
colère,affaire
museau,peau
peau,face
là,voilà
nonpareille,oreille
mépris,paris
fanfare,rare
don,laiton
fromage,potage
toi,moi
dernière,faire
faire,reprier
reprier,rapatrier
rompue,conclue
fâché,touché
courroux,rompronsnous
vois,toi
toimême,t’aime
acoquiné,grosrené
ville,lucile
d’entendre,pendre
l’étonnement,commandement
répondre,confondre
bruit,nuit
lucile,satisfaire
cerveau,peau
esprit,dit
prie,furie
mal,rival
fonde,gronde
nullement,maître
maître,connaître
connaître,cher
cher,fer
fer,bière
bière,manière
jointe,pointe
poltron,menton
quatre,battre
vous,doux
blessure,assure
assure,ennuyeux
ennuyeux,cieux
lumière,carrière
carrière,l’achèvera
l’achèvera,enragera
enragera,l’ombre
encombre...,rebuts...
superflus,mortelles
mortelles,cruelles
bien,nuire
mourir,découvrir
réglisse,passer
passer,laisser
laisser,cause
cause,chose
informé,animé
fille,mascarille
embarras,bras
style,ville
crédit,dit
disent,produisent
nous,vous
frère,rapière
rapière,donner
donner,dégainer
dégainer,assurance
assister,l’ôter
service,justice
os,mots
sorte,escorte
averti,parti
l’appréhende,demande
demande,présentement
présentement,seulement
audace,menace
là,voilà
crue,rue
rue,renfermer
faquin,coquin
suivre,vivre
attendre,prendre
maudites,chattemites
point,point
faire,l’ordinaire
moment,testament
promesse,grossesse
main,dessein
bouquetière,mère
innocent,absent
maternelle,nouvelle
sang,rang
famille,fille
éclairci,jusqu’ici
d’autres,vôtres
peu,feu
affaire,nécessaire
informé,confirmé
pointe,jointe
mystères,affaires
prudemment,l’accommodement
tendresse,allégresse
rire,dire
permis,habits
hardiesse,gentillesse
heureux,amoureux
amoureux,l’assure
l’assure,l’aventure
promptement,compliment
révélées,défilées
nécessaire,adversaire
adversaire,bouger
bouger,égorger
arrive,prive
point,endroit
endroit,doit
dénaturé,père
père,révère
criminel,paternel
porte,forte
voir,m’émouvoir
menace,face
ascagne,ascagne
foi,toi
appelle,querelle
généreux,eux
coupable,raisonnable
d’accord,tort
remises,requises
fureur,honneur
honneur,nôtre
nôtre,vôtre
vôtre,forcer
forcer,balancer
cause,m’oppose
bout,résout
étrange,venge
vous,courroux
publique,pique
pique,odieux
odieux,yeux
ennemie,infamie
affliger,venger
venger,l’avantage
l’avantage,langage
pas,bras
criminelle,querelle
ceci,l’affaire
l’affaire,faire
l’ignore,savoir
savoir,voir
honnête,tête
tête,l’effet
m’intéresse,faiblesse
nous,vous
facile,lucile
bras,trépas
nécessaire,satisfaire
tous,vous
engagé,chargé
extrême,luimême
fureur,d’erreur
attachée,cachée
ans,gens
autre,nôtre
yeux,sérieux
subtile,lucile
pas,embarras
dorothée,ôtée
premier,singulier
offense,défense
confus,làdessus
défendre,surprendre
saisir,plaisir
valère,faire
cependant,incident
nous,tous
langage,carnage
couronné,grosrené
grosrené,possédée
possédée,vidée
bien,rien
marinette,fleurette
prend,cérémonie
cérémonie,envie
peaux,damoiseaux
compère,sévère
feras,t’adouciras
critiques,pacifiques
foi,moi
nous,doux
lavantage,sage
intentions,corrections
suivre,vivre
entendre,reprendre
sévérité,société
bizarre,barbare
massujettir,vêtir
sornettes,lêtes
celer,parler
parler,matières
matières,manières
chapeaux,cerveaux
enflure,figure
perdant,pendant
sauces,hautdechausses
revêtus,pattus
entraves,esclaves
galants,volants
sorte,porte
porte,saccommoder
saccommoder,regarder
sage,langage
empressement,changement
méthode,mode
amoureux,queux
fonde,monde
fous,tous
accroire,noire
prenez,nez
vois,joie
chérir,mourir
accompagnée,rechignée
fortement,habillement
mode,commode
faut,chaud
aïeux,yeux
gronde,monde
sœur,humeur
favorable,raisonnable
aujourdhui,lui
sœur,douceur
semble,ensemble
sortir,divertir
léonor,encore
dépendre,prendre
intérêt,plaît
père,dernière
dernière,épouser
épouser,disposer
enfance,puissance
souci,celleci
vôtre,lautre
haut,faut
pimpante,suivante
suivante,loisiveté
loisiveté,liberté
mienne,sienne
sienne,vêtement
vêtement,seulement
sage,ménage
loisir,plaisir
loreille,veille
bruits,puis
lappelle,delle
taisezvous,nous
langage,sage
regret,net
déplaire,faire
ceci,défiance
défiance,naissance
jour,lamour
infâmes,femmes
lieu,dieu
faiblesse,cesse
précautions,intentions
tête,bête
fous,nous
extrême,luimême
pécher,empêcher
contrainte,crainte
éducation,émotion
rire,dire
liberté,daustérité
grilles,filles
devoir,voir
feinte,contrainte
contrainte,régner
régner,gagner
gagner,donne
donne,personne
lassaillir,faillir
cesse,jeunesse
douceur,peur
maximes,crimes
consenti,repenti
compagnies,comédies
vivre,livre
familles,filles
filles,mépouser
mépouser,tyranniser
tyranniser,guère
guère,entière
venants,complaisants
mariage,dâge
ailleurs,meilleurs
hyménée,donnée
miel,ciel
sévères,pères
liberté,facilité
envie,vie
pourquoi,oui
prétendre,prendre
complaisants,rubans
troublée,dassemblée
infâme,femme
vécu,cocu
naître,lêtre
défaut,faut
plaire,sexagénaire
moi,foi
âme,femme
nous,vous
apprises,sottises
averti,parti
valet,vôtre
vôtre,lautre
insensé,cassé
suprême,même
raison,maison
hantises,prises
prétendons,dindons
jabhorre,jadore
surprenant,maintenant
puissance,connaissance
sévérité,honnêteté
cieux,yeux
godelureau,chapeau
peutêtre,peut
peut,connaître
plaisir,désir
artifice,service
crois,voisins
voisins,destins
nouvelles,fidèles
nouveautés,curiosités
magnificence,naissance
part,part
parfois,emplois
paraît,plaît
occupée,laprèssoupée
fou,loupgarou
jenrage,sauvage
sévérité,liberté
conséquences,espérances
raffermi,demi
pères,affaires
talent,galant
proie,joie
fâcheux,eux
suite,conduite
parant,soupirants
avantages,doutrages
témoin,loin
belle,disabelle
ardemment,moment
valets,récompense
récompense,lassistance
belle,elle
jour,amour
apprendre,entendre
parfois,voix
extrême,laime
trouver,rêver
personne,donne
jour,amour
faire,étourdi
étourdi,hardi
use,dexcuse
là,holà
lumière,manière
service,office
mamener,monsieur
monsieur,sétonner
prie,entrer
entendre,bouger
bouger,rendre
effroyable,condamnable
condamnable,égaler
égaler,parler
faire,nécessaire
nécessaire,mécouter
cœur,tuteur
belle,isabelle
pas,appas
touche,couche
propos,repos
feinte,atteinte
denfance,confidence
avis,suivis
outrage,langage
connus,superflus
flamme,âme
blessée,pensée
émotion,commission
extrême,moimême
dit,interdit
prunelle,cervelle
revoir,savoir
vous,làdessous
personne,donne
visage,message
fruit,produit
consomme,homme
passion,lintention
prisonnière,lumière
malade,lambassade
confus,plus
contraire,affaire
dis,logis
fenêtre,paraître
paraître,impertinent
impertinent,surprenant
jetée,cachetée
tout,bout
fâcherie,friponnerie
promptement,amant
foi,emploi
técrire,louvrir
pourquoi,moi
défendre,rendre
rendre,éclater
éclater,conter
cachetée,reportée
aujourdhui,lui
espérance,extravagance
ainsi,aussi
âme,femme
désir,louvrir
bonnes,donnes
mots,repos
nage,sage
maison,trahison
extrême,moimême
questce,maître
encor,dor
irritée,décachetée
feux,deux
bête,boîte
vous,courroux
rendre,méprendre
doriginal,mal
capable,adorable
amitié,moitié
édit,interdit
grandes,demandes
décris,maris
maris,coquetterie
coquetterie,broderie
expressément,hautement
occupée,aprèssoupée
cheveux,amoureux
coquette,fleurette
joyaux,moineaux
loutrage,bagage
rend,grand
fidèle,disabelle
disabelle,folie
pas,appas
misérable,redoutable
despérer,murmurer
bien,lordonne
lordonne,personne
courroux,vous
place,grâce
amant,tourment
isabelle,elle
pensé,offensé
âme,femme
cœur,ardeur
bien,croire
croire,mémoire
mémoire,subir
subir,soupir
poursuites,mérites
pas,pas
sorte,sorte
pitié,damitié
tête,conquête
conquête,éclater
éclater,décacheter
décacheter,retire
retire,dire
pensé,offensé
âme,femme
cœur,ardeur
ardeur,croire
croire,mémoire
mémoire,subir
subir,soupir
poursuite,mérite
blâmer,taimer
croyance,linnocence
fort,mort
dites,poursuites
inclinations,intentions
bonnes,personnes
personnes,desseins
desseins,mains
vie,infamie
comment,damant
damant,enlèvement
enlèvement,secrètes
secrètes,faites
tard,part
journée,destinée
raillerie,folie
vertement,ressentiment
méprisée,scandalisée
croie,joie
déguiser,amuser
joue,lavoue
lavoue,lhonneur
lhonneur,suborneur
surprises,entreprises
dis,hardi
hardi,défaire
défaire,téméraire
lennui,lui
femme,gamme
vain,dessein
entreprendre,surprendre
moments,sentiments
cause,chose
ton,bon
assurance,impatience
pouvoir,voir
lheure,meilleure
plaisir,désir
faites,coquettes
paris,maris
parler,celer
celer,paroles
paroles,folles
traiter,déclater
déclater,êtes
êtes,faites
dhonneur,bonheur
nouvelle,disabelle
fois,choix
soffense,linsolence
éclats,embarras
dentendre,prétendre
terminé,donné
feintes,plaintes
cœur,derreur
javance,balance
balance,dessein
dessein,main
mérites,visites
adresse,tendresse
retour,amour
toute,doute
dit,esprit
suprême,extrême
soffenser,prononcer
prononcer,surprendre
surprendre,entendre
déquité,vérité
crue,vue
sentiments,mouvements
mintéresse,tendresse
affection,aversion
chère,entière
cœur,dhorreur
envie,vie
sentiments,tourments
diligence,espérance
sort,mort
attente,contente
peu,honteux
honteux,vœux
destinées,données
doux,époux
âme,flamme
soupirs,désirs
donne,personne
dire,respire
assez,pressez
présence,violence
plaisir,souffrir
cela,voilà
montre,rencontre
yeux,odieux
odieux,adieu
adieu,infortune
aucune,deux
deux,vœux
extrême,ellemême
point,point
récompense,impatience
jette,faite
préparer,parer
parer,craindre
craindre,contraindre
rigueurs,censeurs
aucune,fortune
lassée,laissée
retour,jour
confuse,lexcuse
surprenant,maintenant
blâmée,renfermée
comment,amant
même,extrême
ici,souci
vie,envie
ardeurs,cœurs
désespoir,voir
flamme,lâme
nom,répond
mienne,retienne
retienne,adroitement
adroitement,dattachement
courroucée,insensée
damour,jour
lespérance,lalliance
ravi,servi
grandes,demandes
désirs,soupirs
âme,flamme
réduit,nuit
jour,retour
mystère,frère
dehors,corps
née,soupçonnée
plaindre,contraindre
départir,sortir
prie,sortie
transports,dehors
frère,affaire
affaire,nommer
nommer,renfermer
impatience,chance
phébus,écus
sensible,impossible
hasard,tard
sorte,porte
pas,pas
favorise,entreprise
isabelle,elle
lois,voix
demain,main
assurance,puissance
ardeur,cœur
envie,asservie
jaloux,époux
effrontée,respectée
sœur,lhonneur
commissaire,nécessaire
ensemble,assemble
foi,soi
notaire,monsieur
dhonneur,porte
porte,sorte
soins,moins
promptement,seulement
damoiseau,beau
amie,suivezmoi
censeur,douceur
grilles,filles
daustérité,liberté
liberté,rusée
rusée,humanisée
entretien,bien
pistoles,folles
produit,poursuit
pas,bras
prie,raillerie
encor,léonor
mutuelle,isabelle
seulement,contentement
donnée,année
avertir,consentir
enfance,complaisance
protestations,inclinations
laffaire,notaire
prétendu,perdu
lâche,tâche
raisonnements,bernements
extrême,luimême
discours,toujours
usage,mariage
apaiser,sépouser
sépouser,regarde
regarde,garde
sortir,consentir
lentrée,montrée
devoir,voir
lalliance,lassurance
jour,amour
delle,disabelle
advienne,sienne
sienne,examiner
examiner,condamner
cause,chose
lépoux,vous
conçue,vue
sorte,fort
butor,léonor
elle,mutuelle
éclairci,revenir
revenir,dire
fâcheux,deux
agréable,insupportable
entretien,rien
rien,blonde
blonde,monde
goguenard,vieillard
zèle,cervelle
ainsi,aussi
plaindre,contraindre
protesté,liberté
suffrage,sengage
traitement,assurément
méritée,portée
discours,toujours
estime,crime
vœux,deux
aujourdhui,lui
peintures,impostures
pardon,nom
extrême,stratagème
emportement,diversement
excuse,abuse
abuse,deux
deux,vœux
autre,vôtre
souverain,main
chose,cause
point,point
affaire,exemplaire
exemplaire,estimer
estimer,blâmer
lexpose,chose
étonnement,jugement
jugement,personne
personne,friponne
voilà,cela
féconde,monde
trompeur,cœur
valère,colère
loupsgarous,nous
main,demain
semble,ensemble
cœur,peur
peur,l’affaire
l’affaire,téméraire
vous,nous
mariage,apanage
raillerie,furie
petits,garantis
garantis,êtes
espèces,pièces
part,cornard
infâme,femme
combattu,vertu
guères,affaires
damoiseau,manteau
femelle,fidèle
appas,pas
magnificence,dépense
jeu,dieu
dieu,satire
satire,rire
d’autrui,lui
délassent,passent
suis,bruits
occurrences,tolérances
nullement,paisiblement
dire,satire
cas,pas
mène,humaine
humaine,certain
certain,sousmain
avantage,dommage
autrement,diablement
diablement,souffrance
souffrance,d’importance
d’importance,déchaîné
déchaîné,berné
prise,tympanise
point,point
trames,femmes
femmes,dextérités
dextérités,sûretés
l’innocence,influence
sage,présage
gens,talents
spirituelle,ruelle
écrits,esprits
madame,réclame
haut,faut
sublime,rime
parler,filer
marotte,sotte
bête,honnête
crois,soi
idée,fondée
devoir,vouloir
vouloir,d’ordinaire
d’ordinaire,faire
profond,répond
sotte,pentecôte
bout,tout
tout,mot
méthode,mode
crois,moi
dépendance,naissance
enfants,ans
pressée,pensée
désir,plaisir
pratique,politique
emploierait,pourrait
attente,innocente
fait,souhait
demeure,heure
prévoir,voir
naturelle,qu’elle
narration,précaution
fidèle,elle
l’examiner,condamner
condamner,consens
consens,conférence
conférence,innocence
l’admire,rire
rire,persuader
persuader,demander
pareille,l’oreille
bon,nom
bouche,souche
aviser,débaptiser
débaptiser,métairie
métairie,seigneurie
connaît,plaît
pères,chimères
démangeaison,comparaison
pierre,terre
bourbeux,pompeux
sorte,porte
appas,pas
bouche,souche
bonjour,retour
manières,matières
passion,opinion
pense,d’absence
toi,toi
cérémonie,prie
vite,toi
sorte,porte
taise,fadaise
ici,merci
bête,tête
agnès,après
non,non
meure,heure
nous,vous
témoignage,voyage
portée,inquiétée
chasser,plaisir
plaisir,penser
cornettes,faites
importantes,savantes
savantes,sentiments
sentiments,romans
science,ignorance
ébloui,oui
hor...,ar...
inutilement,campagne
journées,d’années
voilà,cela
père,révère
gaillard,part
ensemble,semble
nous,vous
venue,connue
connue,citoyens
citoyens,biens
revenu,connu
mettre,lettre
voir,pouvoir
civiles,inutiles
rien,bien
paroles,pistoles
style,ville
bâtiments,divertissements
guise,baptise
contenter,coqueter
blonde,monde
vois,moi
quelqu’une,fortune
écus,cocus
pure,aventure
part,gaillard
tablettes,secrètes
occasions,prétentions
franchise,éprise
éprise,succès
succès,accès
injure,posture
logis,rougis
seconde,monde
l’asservir,ravir
tendre,défendre
vu,pourvu
l’homme,nomme
nom,non
connais,pas
rire,dire
dire,m’assujettir
m’assujettir,mentir
rare,bizarre
doux,jaloux
franchise,entreprise
efforts,ressorts
ressorts,têtes
têtes,conquêtes
conquêtes,effet
discret,secret
père,colère
entretien,mien
extrême,moimême
l’erreur,fureur
fureur,contraindre
contraindre,craindre
craindre,indiscret
indiscret,secret
pense,confidence
arriver,trouver
doute,route
route,impérieux
impérieux,yeux
dévore,ignore
morceau,damoiseau
apprendre,s’étendre
intérêt,est
est,honte
honte,compte
fige,obéi
conjure,m’assure
m’assure,prévenu
prévenu,nu
maudite,fuite
l’assomme,homme
d’haleine,promène
petit,pâtit
bouche,touche
ressentiment,doucement
doucement,descende
descende,grande
l’avertir,sortir
terrible,horrible
chrétien,bien
rudesse,maîtresse
cacher,approcher
jalousie,fantaisie
jaloux,courroux
maison,comparaison
davantage,potage
potage,manger
manger,charger
comme,l’homme
extrême,même
joyeux,monsieux
monsieux,goulue
chagrin,l’ennui
auguste,juste
juste,met
met,alphabet
tempère,faire
d’agnès,exprès
promenade,malade
adroitement,doucement
belle,belle
quoi,soi
joursci,aussi
chose,cause
inconnu,venu
venu,harangues
harangues,langues
sûre,jure
sincérité,ingénuité
bonne,personne
pourquoi,moi
histoire,croire
vue,salue
civilité,côté
révérence,diligence
repartant,l’instant
belle,nouvelle
regardais,rendais
venue,tenue
tenue,l’ennui
l’ennui,lui
porte,sorte
bénir,maintenir
personne,donne
blessé,forcé
forcé,damnée
secours,jours
grande,demande
entretenir,ruine
ruine,médecine
d’âmes,trames
guérison,raison
conscience,assistance
souffrir,mourir
innocente,imprudente
mœurs,séducteurs
séducteurs,téméraires
téméraires,affaires
petit,dit
suites,visites
ravi,vis
cassette,georgette
seconde,monde
égaler,parler
remue,émue
fatal,mal
gentillesses,caresses
bras,las
foi,soit
damné,donné
défendre,apprendre
possède,remède
remède,demandé
demandé,accordé
compte,m’affronte
m’affronte,effet
désire,rire
moi,foi
cassettes,sornettes
langueur,cœur
grâce,prononcé
prononcé,courroucé
courroucé,courrouce
courrouce,douce
cela,choseslà
tendresses,caresses
honnêteté,ôté
aise,plaise
réciproque,moque
soir,soir
soir,rire
obligation,satisfaction
compte,prompte
prompte,prêt
prêt,plaît
berce,commerce
compliment,honnêtement
honnêtement,fenêtre
fenêtre,paraître
coin,témoin
assez,obéissez
pareille,merveille
séducteur,directeur
surprise,mise
instruction,perdition
coutumes,plumes
doux,làdessous
altérée,curée
curée,apporté
apporté,honnêteté
pierre,terre
terre,différer
différer,préparer
préparer,faire
faire,salutaire
bien,accroire
fois,poids
désire,dire
retour,carfour
ouvrage,visage
entretien,bien
journée,destinée
destinée,été
été,bonté
villageoise,bourgeoise
embrassements,engagements
plaire,faire
yeux,glorieux
instruise,mise
mise,jamais
jamais,fais
badinage,engage
dépendance,toutepuissance
société,d’égalité
subalterne,gouverne
instruit,conduit
père,frère
docilité,l’humilité
l’humilité,être
être,maître
sérieux,yeux
face,grâce
d’aujourd’hui,d’autrui
vilaines,fredaines
malin,blondin
personne,abandonne
peu,jeu
bouillantes,vivantes
chansons,leçons
coquette,nette
bond,charbon
effroyable,diable
éternité,bonté
novice,office
autant,important
femme,âme
entretien,bien
d’aujourd’hui,lui
dire,lire
lire,parer
parer,désirer
beauté,conté
laide,d’œillades
d’œillades,pommades
mortelles,belles
personne,rend
rend,défend
rien,l’ennui
plumes,coutumes
déréglées,assemblées
interdire,conspire
conspire,maris
vouer,jouer
décevant,souvent
souvent,reste
temps,champs
cerveaux,cadeaux
affaire,guère
chèrement,moment
femme,âme
absence,d’innocence
vérité,côté
facile,docile
écarter,rejeter
rejeter,bête
bête,tête
gauchir,blanchir
maximes,crimes
fins,fins
fatigue,intrigue
bas,pas
dire,rire
faut,défaut
fortune,importune
d’appas,pas
tentées,éventées
bien,sien
montre,rencontre
cérémonies,bannies
bannies,gens
amourettes,êtes
vision,réflexion
vitesse,s’intéresse
cœur,malheur
cela,cruelle
cruelle,belle
malheur,regret
regret,secret
secret,aventure
aventure,sûre
visage,passage
nez,nez
nez,nez
forte,porte
c’est,ouvert
ouvert,fenêtre
fenêtre,maître
maître,fierté
fierté,jeté
petite,visite
cela,voilà
funeste,proteste
rien,moyen
moyen,intelligence
intelligence,vigilance
là,cela
surprendre,entendre
beauté,simplicité
simplicité,maître
maître,l’être
l’être,changement
changement,moment
obstacles,miracles
libéral,brutal
pesante,innocente
agnès,exprès
renonce,réponse
ajustée,jetée
surpris,esprits
esprits,puissantes
puissantes,étonnantes
d’écrit,d’esprit
personnage,badinage
peu,feu
parade,escalade
effroi,moi
même,extrême
retour,amour
dire,rire
avis,puis
lettre,mettre
mettre,bonté
bonté,d’ingénuité
nature,blessure
blessure,sert
sert,découvert
pouvoir,voir
punissable,admirable
stupidité,clarté
voile,étoile
adieu,vite
pensée,pressée
près,accès
merveille,pareille
m’observer,trouver
trouver,prendre
prendre,entendre
main,l’humain
sorte,morte
moyen,bien
bien,confie
confie,mortifie
cuisant,pressent
traîtresse,adresse
écrit,esprit
elle,mortelle
cœur,l’honneur
usurpée,trompée
libertin,destin
ellemême,aime
philosophé,coiffé
richesse,tendresse
tour,amour
j’enrage,visage
voir,noir
accidents,gens
dehors,efforts
vue,émue
trépas,pas
tranquille,bile
cœur,ardeur
elle,belle
perçants,pressants
crève,s’achève
éducation,précaution
enfance,espérance
naissants,ans
s’amourache,moustache
demi,ami
peines,vaines
point,point
faire,faire
faire,ordinaire
surprises,mises
déçu,reçu
chose,cause
éclat,contrat
contrat,sorte
sorte,apporte
embarras,cas
aventure,future
rien,bien
ensemble,semble
future,euh
l’avantager,l’obliger
appelle,d’icelle
hoirs,vouloirs
formelle,mutuelle
fat,contrat
présume,coutume
mot,sot
grimace,face
finir,venir
remise,prise
prise,entretien
entretien,bien
fidèles,nouvelles
jour,tour
être,maître
endroit,doigt
regarde,garde
impudent,bien
bien,rien
rien,mémoire
mémoire,boire
cotillon,échantillon
presse,maîtresse
maîtresse,d’autres
l’entendre,prendre
dire,désire
rejoins,soins
vue,rue
tenir,bannir
coiffeuses,revendeuses
jour,d’amour
finesses,adresses
entrer,rencontrer
rencontrer,jure
jure,l’aventure
sorte,porte
étionsnous,jaloux
accessoire,armoire
pas,pas
pitoyables,tables
s’émouvait,trouvait
mutinée,cheminée
cornu,venu
manière,colère
ennui,étui
personnage,davantage
nuit,bruit
connaître,fenêtre
d’agnès,l’accès
l’apprendre,répandre
parfait,sait
affaires,nécessaires
nécessaires,désespérer
désespérer,respirer
intelligence,prudence
maturité,éventé
éventé,années
années,destinées
accidents,prudents
âme,femme
affronts,fronts
pratique,politique
arrêté,exempté
lumières,matières
méditation,précaution
trace,disgrâce
menti,nanti
funeste,reste
exploit,croit
tristesse,dresse
fatal,rival
embarras,pas
autres,vôtres
passion,tribulation
visage,l’avantage
gens,galants
lumières,matières
matières,bonheur
bonheur,honneur
lâche,tache
vécu,cocu
croire,gloire
gloire,reprocher
reprocher,empêcher
femme,blâme
d’effroi,foi
cocuage,image
garant,indifférent
glose,chose
chose,difficultés
difficultés,extrémités
extrémités,débonnaires
débonnaires,d’affaires
galants,talents
sympathies,parties
parties,étonnés
blâmable,condamnable
galants,turbulents
gronde,monde
vouloir,avoir
honnête,s’arrête
rougir,agir
cocuage,s’envisage
l’habileté,côté
confrérie,seigneurie
seigneurie,parler
parler,enrôler
blâme,femme
réduite,conduite
conduite,bien
bien,rien
feindre,craindre
craindre,malheur
malheur,peur
prescrites,dites
bien,rien
diablesses,prouesses
pas,bas
fidèles,d’elles
causes,choses
contenter,tâter
superflus,làdessus
malade,bravade
maison,comparaison
aucune,m’importune
courroux,souvenezvous
inspire,dire
pas,pas
remède,aide
affection,occasion
confiance,récompense
bruit,nuit
escalade,embuscade
bâton,échelon
fenêtre,traître
souvenir,revenir
manière,derrière
courroux,nous
morte,forte
forte,étriller
étriller,babiller
babiller,utile
utile,ville
galland,grand
violence,obéissance
armer,l’assommer
tête,tempête
sort,mort
dire,prescrire
prescrire,consulter
consulter,comporter
comporter,père
père,affaire
horace,grâce
matin,confusion
confusion,illusion
illusion,peine
peine,souveraine
souveraine,ainsi
ainsi,réussi
dire,détruire
détruire,soupçonner
soupçonner,donner
donner,fenêtre
fenêtre,paraître
bras,bas
meurtrissure,l’aventure
espace,place
assommé,alarmé
silence,violence
sort,mort
obscure,figure
d’effroi,moi
émue,venue
venue,tenus
tenus,venus
observée,sauvée
éclater,représenter
personne,donne
soi,foi
d’innocence,impertinence
courir,chérir
embrasée,abusée
sort,mort
père,colère
colère,emporter
emporter,contenter
fidèle,belle
feux,deux
fuite,poursuite
façon,soupçon
prudence,confidence
généreux,amoureux
service,office
ravir,servir
l’envoie,joie
bontés,difficultés
difficultés,sagesse
sagesse,jeunesse
détour,jour
peutêtre,paraître
sûr,obscur
attendre,prendre
main,soudain
propice,caprice
mener,donner
donner,détruire
détruire,conduire
amoureuse,joyeuse
extrême,aime
dangereux,deux
presse,l’intéresse
rien,bien
assurément,moment
moment,concurrence
